19.01薄雲	OH_OO渋谷源氏	310	320	B	冬	冬	フユ	名詞-普通名詞-副詞可能			フユ	和
19.01薄雲	OH_OO渋谷源氏	320	330	I	に	に	ニ	助詞-格助詞			ニ	和
19.01薄雲	OH_OO渋谷源氏	330	350	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
19.01薄雲	OH_OO渋谷源氏	350	370	I	ゆく	行く	イク	動詞-非自立可能	文語四段-カ行	連体形-一般	ユク	和
19.01薄雲	OH_OO渋谷源氏	370	390	I	まま	侭	ママ	名詞-普通名詞-副詞可能			ママ	和
19.01薄雲	OH_OO渋谷源氏	390	400	I	に	に	ニ	助詞-格助詞			ニ	和
19.01薄雲	OH_OO渋谷源氏	400	410	I	、	、		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	410	440	I	川づら	川面	カワヅラ	名詞-普通名詞-一般			カワズラ	和
19.01薄雲	OH_OO渋谷源氏	440	450	I	の	の	ノ	助詞-格助詞			ノ	和
19.01薄雲	OH_OO渋谷源氏	450	480	I	住まひ	住まい	スマイ	名詞-普通名詞-一般			スマイ	和
19.01薄雲	OH_OO渋谷源氏	480	490	I	、	、		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	490	520	I	いとど	いとど	イトド	副詞			イトド	和
19.01薄雲	OH_OO渋谷源氏	520	540	I	心細	心細い	ココロボソイ	形容詞-一般	文語形容詞-ク	語幹-一般	ココロボソ	和
19.01薄雲	OH_OO渋谷源氏	540	550	I	さ	さ	サ	接尾辞-名詞的-一般			サ	和
19.01薄雲	OH_OO渋谷源氏	550	580	I	まさり	勝る	マサル	動詞-一般	文語四段-ラ行	連用形-一般	マサリ	和
19.01薄雲	OH_OO渋谷源氏	580	590	I	て	て	テ	助詞-接続助詞			テ	和
19.01薄雲	OH_OO渋谷源氏	590	600	I	、	、		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	600	640	I	うはの空	上の空	ウワノソラ	名詞-普通名詞-形状詞可能			ウワノソラ	和
19.01薄雲	OH_OO渋谷源氏	640	660	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
19.01薄雲	OH_OO渋谷源氏	660	680	I	心地	心地	ココチ	名詞-普通名詞-一般			ココチ	和
19.01薄雲	OH_OO渋谷源氏	680	700	I	のみ	のみ	ノミ	助詞-副助詞			ノミ	和
19.01薄雲	OH_OO渋谷源氏	700	710	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
19.01薄雲	OH_OO渋谷源氏	710	730	I	つつ	つつ	ツツ	助詞-接続助詞			ツツ	和
19.01薄雲	OH_OO渋谷源氏	730	760	I	明かし	明かす	アカス	動詞-一般	文語四段-サ行	連用形-一般	アカシ	和
19.01薄雲	OH_OO渋谷源氏	760	790	I	暮らす	暮らす	クラス	動詞-一般	文語四段-サ行	連体形-一般	クラス	和
19.01薄雲	OH_OO渋谷源氏	790	800	I	を	を	ヲ	助詞-格助詞			オ	和
19.01薄雲	OH_OO渋谷源氏	800	810	I	、	、		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	810	820	I	君	君	キミ	名詞-普通名詞-一般			キミ	和
19.01薄雲	OH_OO渋谷源氏	820	830	I	も	も	モ	助詞-係助詞			モ	和
19.01薄雲	OH_OO渋谷源氏	830	840	I	、	、		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	840	850	B	「	「		補助記号-括弧開				記号
19.01薄雲	OH_OO渋谷源氏	850	870	I	なほ	猶	ナオ	副詞			ナオ	和
19.01薄雲	OH_OO渋谷源氏	870	880	I	，	，		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	880	910	I	かくて	斯くて	カクテ	副詞			カクテ	和
19.01薄雲	OH_OO渋谷源氏	910	920	I	は	は	ハ	助詞-係助詞			ワ	和
19.01薄雲	OH_OO渋谷源氏	920	930	I	、	、		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	930	940	I	え	え	エ	副詞			エ	和
19.01薄雲	OH_OO渋谷源氏	940	970	I	過ぐさ	過ぐす	スグス	動詞-一般	文語四段-サ行	未然形-一般	スグサ	和
19.01薄雲	OH_OO渋谷源氏	970	980	I	じ	じ	ジ	助動詞	文語助動詞-ジ	終止形-一般	ジ	和
19.01薄雲	OH_OO渋谷源氏	980	990	I	。	。		補助記号-句点				記号
19.01薄雲	OH_OO渋谷源氏	990	1000	B	か	彼	カ	代名詞			カ	和
19.01薄雲	OH_OO渋谷源氏	1000	1010	I	の	の	ノ	助詞-格助詞			ノ	和
19.01薄雲	OH_OO渋谷源氏	1010	1020	I	，	，		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	1020	1040	I	近き	近い	チカイ	形容詞-一般	文語形容詞-ク	連体形-一般	チカキ	和
19.01薄雲	OH_OO渋谷源氏	1040	1050	I	所	所	トコロ	名詞-普通名詞-副詞可能			トコロ	和
19.01薄雲	OH_OO渋谷源氏	1050	1060	I	に	に	ニ	助詞-格助詞			ニ	和
19.01薄雲	OH_OO渋谷源氏	1060	1080	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
19.01薄雲	OH_OO渋谷源氏	1080	1100	I	立ち	立つ	タツ	動詞-一般	文語四段-タ行	連用形-一般	タチ	和
19.01薄雲	OH_OO渋谷源氏	1100	1110	I	ね	ぬ	ヌ	助動詞	文語助動詞-ヌ	命令形	ネ	和
19.01薄雲	OH_OO渋谷源氏	1110	1120	I	」	」		補助記号-括弧閉				記号
19.01薄雲	OH_OO渋谷源氏	1120	1130	B	と	と	ト	助詞-格助詞			ト	和
19.01薄雲	OH_OO渋谷源氏	1130	1140	I	，	，		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	1140	1170	I	すすめ	進める	ススメル	動詞-一般	文語下二段-マ行	連用形-一般	ススメ	和
19.01薄雲	OH_OO渋谷源氏	1170	1200	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	已然形-一般	タマエ	和
19.01薄雲	OH_OO渋谷源氏	1200	1210	I	ど	ど	ド	助詞-接続助詞			ド	和
19.01薄雲	OH_OO渋谷源氏	1210	1220	I	、	、		補助記号-読点				記号
19.01薄雲	OH_OO渋谷源氏	1220	1230	I	「	「		補助記号-括弧開				記号
19.01薄雲	OH_OO渋谷源氏	1230	1260	I	つらき	辛い	ツライ	形容詞-一般	文語形容詞-ク	連体形-一般	ツラキ	和
