40.02御法	OH_OO渋谷源氏	280	290	B	秋	秋	アキ	名詞-普通名詞-副詞可能			アキ	和
40.02御法	OH_OO渋谷源氏	290	310	I	待ち	待つ	マツ	動詞-一般	文語四段-タ行	連用形-一般	マチ	和
40.02御法	OH_OO渋谷源氏	310	330	I	つけ	付ける	ツケル	動詞-非自立可能	文語下二段-カ行	連用形-一般	ツケ	和
40.02御法	OH_OO渋谷源氏	330	340	I	て	て	テ	助詞-接続助詞			テ	和
40.02御法	OH_OO渋谷源氏	340	350	I	、	、		補助記号-読点				記号
40.02御法	OH_OO渋谷源氏	350	360	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
40.02御法	OH_OO渋谷源氏	360	370	I	の	の	ノ	助詞-格助詞			ノ	和
40.02御法	OH_OO渋谷源氏	370	380	I	中	中	ナカ	名詞-普通名詞-副詞可能			ナカ	和
40.02御法	OH_OO渋谷源氏	380	410	I	すこし	少し	スコシ	副詞			スコシ	和
40.02御法	OH_OO渋谷源氏	410	440	I	涼しく	涼しい	スズシイ	形容詞-一般	文語形容詞-シク	連用形-一般	スズシク	和
40.02御法	OH_OO渋谷源氏	440	460	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
40.02御法	OH_OO渋谷源氏	460	470	I	て	て	テ	助詞-接続助詞			テ	和
40.02御法	OH_OO渋谷源氏	470	480	I	は	は	ハ	助詞-係助詞			ワ	和
40.02御法	OH_OO渋谷源氏	480	490	I	、	、		補助記号-読点				記号
40.02御法	OH_OO渋谷源氏	490	500	I	御	御	ミ	接頭辞			ミ	和
40.02御法	OH_OO渋谷源氏	500	520	I	心地	心地	ココチ	名詞-普通名詞-一般			ココチ	和
40.02御法	OH_OO渋谷源氏	520	530	I	も	も	モ	助詞-係助詞			モ	和
40.02御法	OH_OO渋谷源氏	530	570	I	いささか	些か	イササカ	副詞			イササカ	和
40.02御法	OH_OO渋谷源氏	570	610	I	さはやぐ	爽やぐ	サワヤグ	動詞-一般	文語四段-ガ行	連体形-一般	サワヤグ	和
40.02御法	OH_OO渋谷源氏	610	630	I	やう	様	ヨウ	名詞-普通名詞-形状詞可能			ヨー	漢
40.02御法	OH_OO渋谷源氏	630	650	I	なれ	なり	ナリ	助動詞	文語助動詞-ナリ-断定	已然形-一般	ナレ	和
40.02御法	OH_OO渋谷源氏	650	660	I	ど	ど	ド	助詞-接続助詞			ド	和
40.02御法	OH_OO渋谷源氏	660	670	I	、	、		補助記号-読点				記号
40.02御法	OH_OO渋谷源氏	670	690	I	なほ	猶	ナオ	副詞			ナオ	和
40.02御法	OH_OO渋谷源氏	690	700	I	と	と	ト	助詞-格助詞			ト	和
40.02御法	OH_OO渋谷源氏	700	710	I	も	も	モ	助詞-係助詞			モ	和
40.02御法	OH_OO渋谷源氏	710	730	I	すれ	為る	スル	動詞-非自立可能	文語サ行変格	已然形-一般	スレ	和
40.02御法	OH_OO渋谷源氏	730	740	I	ば	ば	バ	助詞-接続助詞			バ	和
40.02御法	OH_OO渋谷源氏	740	750	I	、	、		補助記号-読点				記号
40.02御法	OH_OO渋谷源氏	750	780	I	かこと	託言	カゴト	名詞-普通名詞-一般			カコト	和
40.02御法	OH_OO渋谷源氏	780	810	I	がまし	がましい	ガマシイ	接尾辞-形容詞的	文語形容詞-シク	終止形-一般	ガマシ	和
40.02御法	OH_OO渋谷源氏	810	820	I	。	。		補助記号-句点				記号
40.02御法	OH_OO渋谷源氏	820	840	B	さる	然る	サル	動詞-一般	文語ラ行変格	連体形-一般	サル	和
40.02御法	OH_OO渋谷源氏	840	850	I	は	は	ハ	助詞-係助詞			ワ	和
40.02御法	OH_OO渋谷源氏	850	860	I	，	，		補助記号-読点				記号
40.02御法	OH_OO渋谷源氏	860	870	I	身	身	ミ	名詞-普通名詞-一般			ミ	和
40.02御法	OH_OO渋谷源氏	870	880	I	に	に	ニ	助詞-格助詞			ニ	和
40.02御法	OH_OO渋谷源氏	880	900	I	しむ	染む	シム	動詞-一般	文語四段-マ行	連体形-一般	シム	和
40.02御法	OH_OO渋谷源氏	900	930	I	ばかり	ばかり	バカリ	助詞-副助詞			バカリ	和
40.02御法	OH_OO渋谷源氏	930	950	I	思さ	思す	オボス	動詞-一般	文語四段-サ行	未然形-一般	オボサ	和
40.02御法	OH_OO渋谷源氏	950	960	I	る	れる	レル	助動詞	文語下二段-ラ行	終止形-一般	ル	和
40.02御法	OH_OO渋谷源氏	960	980	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
40.02御法	OH_OO渋谷源氏	980	1000	I	秋風	秋風	アキカゼ	名詞-普通名詞-一般			アキカゼ	和
40.02御法	OH_OO渋谷源氏	1000	1020	I	なら	なり	ナリ	助動詞	文語助動詞-ナリ-断定	未然形-一般	ナラ	和
40.02御法	OH_OO渋谷源氏	1020	1030	I	ね	ず	ズ	助動詞	文語助動詞-ズ	已然形-一般	ネ	和
40.02御法	OH_OO渋谷源氏	1030	1040	I	ど	ど	ド	助詞-接続助詞			ド	和
40.02御法	OH_OO渋谷源氏	1040	1050	I	、	、		補助記号-読点				記号
40.02御法	OH_OO渋谷源氏	1050	1080	I	露けき	露けい	ツユケイ	形容詞-一般	文語形容詞-ク	連体形-一般	ツユケキ	和
40.02御法	OH_OO渋谷源氏	1080	1090	I	折	折	オリ	名詞-普通名詞-副詞可能			オリ	和
40.02御法	OH_OO渋谷源氏	1090	1110	I	がち	勝ち	ガチ	接尾辞-形状詞的			ガチ	和
40.02御法	OH_OO渋谷源氏	1110	1120	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
40.02御法	OH_OO渋谷源氏	1120	1130	I	て	て	テ	助詞-接続助詞			テ	和
40.02御法	OH_OO渋谷源氏	1130	1160	I	過ぐし	過ぐす	スグス	動詞-一般	文語四段-サ行	連用形-一般	スグシ	和
40.02御法	OH_OO渋谷源氏	1160	1190	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
40.02御法	OH_OO渋谷源氏	1190	1200	I	。	。		補助記号-句点				記号
40.02御法	OH_OO渋谷源氏	1200	1220	B	中宮	中宮	チュウグウ	名詞-普通名詞-一般			チューグー	漢
40.02御法	OH_OO渋谷源氏	1220	1230	I	は	は	ハ	助詞-係助詞			ワ	和
40.02御法	OH_OO渋谷源氏	1230	1240	I	、	、		補助記号-読点				記号
40.02御法	OH_OO渋谷源氏	1240	1260	I	参り	参る	マイル	動詞-非自立可能	文語四段-ラ行	連用形-一般	マイリ	和
40.02御法	OH_OO渋谷源氏	1260	1290	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
40.02御法	OH_OO渋谷源氏	1290	1300	I	な	ぬ	ヌ	助動詞	文語助動詞-ヌ	未然形-一般	ナ	和
40.02御法	OH_OO渋谷源氏	1300	1310	I	む	む	ム	助動詞	文語助動詞-ム	終止形-一般	ム	和
40.02御法	OH_OO渋谷源氏	1310	1320	I	と	と	ト	助詞-格助詞			ト	和
40.02御法	OH_OO渋谷源氏	1320	1340	I	する	為る	スル	動詞-非自立可能	文語サ行変格	連体形-一般	スル	和
40.02御法	OH_OO渋谷源氏	1340	1350	I	を	を	ヲ	助詞-格助詞			オ	和
