45.03橋姫	OH_OO渋谷源氏	240	250	B	秋	秋	アキ	名詞-普通名詞-副詞可能			アキ	和
45.03橋姫	OH_OO渋谷源氏	250	260	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	260	270	I	末	末	スエ	名詞-普通名詞-副詞可能			スエ	和
45.03橋姫	OH_OO渋谷源氏	270	280	I	つ	つ	ツ	助詞-格助詞			ツ	和
45.03橋姫	OH_OO渋谷源氏	280	290	I	方	方	カタ	名詞-普通名詞-助数詞可能			カタ	和
45.03橋姫	OH_OO渋谷源氏	290	300	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	300	320	I	四季	四季	シキ	名詞-普通名詞-一般			シキ	漢
45.03橋姫	OH_OO渋谷源氏	320	330	I	に	に	ニ	助詞-格助詞			ニ	和
45.03橋姫	OH_OO渋谷源氏	330	350	I	あて	当てる	アテル	動詞-一般	文語下二段-タ行	連用形-一般	アテ	和
45.03橋姫	OH_OO渋谷源氏	350	360	I	て	て	テ	助詞-接続助詞			テ	和
45.03橋姫	OH_OO渋谷源氏	360	370	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
45.03橋姫	OH_OO渋谷源氏	370	400	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
45.03橋姫	OH_OO渋谷源氏	400	410	I	御	御	オオン	接頭辞			オオン	和
45.03橋姫	OH_OO渋谷源氏	410	430	I	念仏	念仏	ネンブツ	名詞-普通名詞-サ変可能			ネンブツ	漢
45.03橋姫	OH_OO渋谷源氏	430	440	I	を	を	ヲ	助詞-接続助詞			オ	和
45.03橋姫	OH_OO渋谷源氏	440	450	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	450	460	I	こ	是	コ	代名詞			コ	和
45.03橋姫	OH_OO渋谷源氏	460	470	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	470	490	I	川面	川面	カワヅラ	名詞-普通名詞-一般			カワズラ	和
45.03橋姫	OH_OO渋谷源氏	490	500	I	は	は	ハ	助詞-係助詞			ワ	和
45.03橋姫	OH_OO渋谷源氏	500	510	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	510	530	I	網代	網代	アジロ	名詞-普通名詞-一般			アジロ	和
45.03橋姫	OH_OO渋谷源氏	530	540	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	540	550	I	波	波	ナミ	名詞-普通名詞-一般			ナミ	和
45.03橋姫	OH_OO渋谷源氏	550	560	I	も	も	モ	助詞-係助詞			モ	和
45.03橋姫	OH_OO渋谷源氏	560	570	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	570	580	I	こ	是	コ	代名詞			コ	和
45.03橋姫	OH_OO渋谷源氏	580	590	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	590	610	I	ころ	頃	コロ	名詞-普通名詞-副詞可能			コロ	和
45.03橋姫	OH_OO渋谷源氏	610	620	I	は	は	ハ	助詞-係助詞			ワ	和
45.03橋姫	OH_OO渋谷源氏	620	650	I	いとど	いとど	イトド	副詞			イトド	和
45.03橋姫	OH_OO渋谷源氏	650	660	I	耳	耳	ミミ	名詞-普通名詞-一般			ミミ	和
45.03橋姫	OH_OO渋谷源氏	660	720	I	かしかましく	喧ましい	カシガマシイ	形容詞-一般	文語形容詞-シク	連用形-一般	カシカマシク	和
45.03橋姫	OH_OO渋谷源氏	720	740	I	静か	静か	シズカ	形状詞-一般			シズカ	和
45.03橋姫	OH_OO渋谷源氏	740	760	I	なら	なり	ナリ	助動詞	文語助動詞-ナリ-断定	未然形-一般	ナラ	和
45.03橋姫	OH_OO渋谷源氏	760	770	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
45.03橋姫	OH_OO渋谷源氏	770	780	I	を	を	ヲ	助詞-格助詞			オ	和
45.03橋姫	OH_OO渋谷源氏	780	790	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	790	810	I	とて	とて	トテ	助詞-格助詞			トテ	和
45.03橋姫	OH_OO渋谷源氏	810	820	I	，	，		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	820	830	I	か	彼	カ	代名詞			カ	和
45.03橋姫	OH_OO渋谷源氏	830	840	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	840	870	I	阿闍梨	阿闍梨	アジャリ	名詞-普通名詞-一般			アザリ	外
45.03橋姫	OH_OO渋谷源氏	870	880	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	880	900	I	住む	住む	スム	動詞-一般	文語四段-マ行	連体形-一般	スム	和
45.03橋姫	OH_OO渋谷源氏	900	910	I	寺	寺	テラ	名詞-普通名詞-一般			テラ	和
45.03橋姫	OH_OO渋谷源氏	910	920	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	920	930	I	堂	堂	ドウ	名詞-普通名詞-一般			ドー	漢
45.03橋姫	OH_OO渋谷源氏	930	940	I	に	に	ニ	助詞-格助詞			ニ	和
45.03橋姫	OH_OO渋谷源氏	940	970	I	移ろひ	移ろう	ウツロウ	動詞-一般	文語四段-ハ行	連用形-一般	ウツロイ	和
45.03橋姫	OH_OO渋谷源氏	970	1000	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
45.03橋姫	OH_OO渋谷源氏	1000	1010	I	て	て	テ	助詞-接続助詞			テ	和
45.03橋姫	OH_OO渋谷源氏	1010	1020	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	1020	1030	I	七	七	ナナ	名詞-数詞			ナヌ	和
45.03橋姫	OH_OO渋谷源氏	1030	1040	I	日	日	カ	接尾辞-名詞的-助数詞			カ	和
45.03橋姫	OH_OO渋谷源氏	1040	1050	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	1050	1070	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
45.03橋姫	OH_OO渋谷源氏	1070	1090	I	行ひ	行う	オコナウ	動詞-一般	文語四段-ハ行	連用形-一般	オコナイ	和
45.03橋姫	OH_OO渋谷源氏	1090	1120	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
45.03橋姫	OH_OO渋谷源氏	1120	1130	I	。	。		補助記号-句点				記号
45.03橋姫	OH_OO渋谷源氏	1130	1140	B	姫	姫	ヒメ	名詞-普通名詞-一般			ヒメ	和
45.03橋姫	OH_OO渋谷源氏	1140	1150	I	君	君	ギミ	接尾辞-名詞的-一般			ギミ	和
45.03橋姫	OH_OO渋谷源氏	1150	1170	I	たち	達	タチ	接尾辞-名詞的-一般			タチ	和
45.03橋姫	OH_OO渋谷源氏	1170	1180	I	は	は	ハ	助詞-係助詞			ワ	和
45.03橋姫	OH_OO渋谷源氏	1180	1190	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	1190	1210	I	いと	いと	イト	副詞			イト	和
45.03橋姫	OH_OO渋谷源氏	1210	1240	I	心細く	心細い	ココロボソイ	形容詞-一般	文語形容詞-ク	連用形-一般	ココロボソク	和
45.03橋姫	OH_OO渋谷源氏	1240	1250	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	1250	1290	I	つれづれ	徒然	ツレヅレ	名詞-普通名詞-形状詞可能			ツレズレ	和
45.03橋姫	OH_OO渋谷源氏	1290	1320	I	まさり	勝る	マサル	動詞-一般	文語四段-ラ行	連用形-一般	マサリ	和
45.03橋姫	OH_OO渋谷源氏	1320	1330	I	て	て	テ	助詞-接続助詞			テ	和
45.03橋姫	OH_OO渋谷源氏	1330	1350	I	眺め	眺める	ナガメル	動詞-一般	文語下二段-マ行	連用形-一般	ナガメ	和
45.03橋姫	OH_OO渋谷源氏	1350	1380	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
45.03橋姫	OH_OO渋谷源氏	1380	1400	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
45.03橋姫	OH_OO渋谷源氏	1400	1420	I	ころ	頃	コロ	名詞-普通名詞-副詞可能			コロ	和
45.03橋姫	OH_OO渋谷源氏	1420	1430	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	1430	1450	I	中将	中将	チュウジョウ	名詞-普通名詞-一般			チュージョー	漢
45.03橋姫	OH_OO渋谷源氏	1450	1460	I	の	の	ノ	助詞-格助詞			ノ	和
45.03橋姫	OH_OO渋谷源氏	1460	1470	I	君	君	キミ	名詞-普通名詞-一般			キミ	和
45.03橋姫	OH_OO渋谷源氏	1470	1480	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	1480	1510	I	久しく	久しい	ヒサシイ	形容詞-一般	文語形容詞-シク	連用形-一般	ヒサシク	和
45.03橋姫	OH_OO渋谷源氏	1510	1530	I	参ら	参る	マイル	動詞-非自立可能	文語四段-ラ行	未然形-一般	マイラ	和
45.03橋姫	OH_OO渋谷源氏	1530	1540	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
45.03橋姫	OH_OO渋谷源氏	1540	1560	I	かな	哉	カナ	助詞-終助詞			カナ	和
45.03橋姫	OH_OO渋谷源氏	1560	1570	I	と	と	ト	助詞-格助詞			ト	和
45.03橋姫	OH_OO渋谷源氏	1570	1580	I	、	、		補助記号-読点				記号
45.03橋姫	OH_OO渋谷源氏	1580	1600	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
45.03橋姫	OH_OO渋谷源氏	1600	1620	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
45.03橋姫	OH_OO渋谷源氏	1620	1650	I	きこえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
45.03橋姫	OH_OO渋谷源氏	1650	1680	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
45.03橋姫	OH_OO渋谷源氏	1680	1700	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
45.03橋姫	OH_OO渋谷源氏	1700	1720	I	まま	侭	ママ	名詞-普通名詞-副詞可能			ママ	和
