52.04蜻蛉	OH_OO渋谷源氏	260	280	B	大将	大将	タイショウ	名詞-普通名詞-一般			タイショー	漢
52.04蜻蛉	OH_OO渋谷源氏	280	290	I	殿	殿	ドノ	接尾辞-名詞的-一般			ドノ	和
52.04蜻蛉	OH_OO渋谷源氏	290	300	I	も	も	モ	助詞-係助詞			モ	和
52.04蜻蛉	OH_OO渋谷源氏	300	310	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	310	330	I	なほ	猶	ナオ	副詞			ナオ	和
52.04蜻蛉	OH_OO渋谷源氏	330	340	I	，	，		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	340	360	I	いと	いと	イト	副詞			イト	和
52.04蜻蛉	OH_OO渋谷源氏	360	420	I	おぼつかなき	覚束無い	オボツカナイ	形容詞-一般	文語形容詞-ク	連体形-一般	オボツカナキ	和
52.04蜻蛉	OH_OO渋谷源氏	420	430	I	に	に	ニ	助詞-接続助詞			ニ	和
52.04蜻蛉	OH_OO渋谷源氏	430	440	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	440	460	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
52.04蜻蛉	OH_OO渋谷源氏	460	480	I	余り	余る	アマル	動詞-非自立可能	文語四段-ラ行	連用形-一般	アマリ	和
52.04蜻蛉	OH_OO渋谷源氏	480	490	I	て	て	テ	助詞-接続助詞			テ	和
52.04蜻蛉	OH_OO渋谷源氏	490	520	I	おはし	おわす	オワス	動詞-非自立可能	文語サ行変格	連用形-一般	オワシ	和
52.04蜻蛉	OH_OO渋谷源氏	520	540	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	終止形-一般	タリ	和
52.04蜻蛉	OH_OO渋谷源氏	540	550	I	。	。		補助記号-句点				記号
52.04蜻蛉	OH_OO渋谷源氏	550	560	B	道	道	ミチ	名詞-普通名詞-一般			ミチ	和
52.04蜻蛉	OH_OO渋谷源氏	560	570	I	の	の	ノ	助詞-格助詞			ノ	和
52.04蜻蛉	OH_OO渋谷源氏	570	590	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
52.04蜻蛉	OH_OO渋谷源氏	590	610	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
52.04蜻蛉	OH_OO渋谷源氏	610	620	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	620	630	I	昔	昔	ムカシ	名詞-普通名詞-副詞可能			ムカシ	和
52.04蜻蛉	OH_OO渋谷源氏	630	640	I	の	の	ノ	助詞-格助詞			ノ	和
52.04蜻蛉	OH_OO渋谷源氏	640	650	I	事	事	コト	名詞-普通名詞-一般			コト	和
52.04蜻蛉	OH_OO渋谷源氏	650	670	I	ども	共	ドモ	接尾辞-名詞的-一般			ドモ	和
52.04蜻蛉	OH_OO渋谷源氏	670	690	I	かき	掻き	カキ	接頭辞			カキ	和
52.04蜻蛉	OH_OO渋谷源氏	690	710	I	集め	集める	アツメル	動詞-一般	文語下二段-マ行	連用形-一般	アツメ	和
52.04蜻蛉	OH_OO渋谷源氏	710	730	I	つつ	つつ	ツツ	助詞-接続助詞			ツツ	和
52.04蜻蛉	OH_OO渋谷源氏	730	740	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	740	750	B	「	「		補助記号-括弧開				記号
52.04蜻蛉	OH_OO渋谷源氏	750	770	I	いか	如何	イカ	名詞-普通名詞-一般			イカ	和
52.04蜻蛉	OH_OO渋谷源氏	770	790	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
52.04蜻蛉	OH_OO渋谷源氏	790	810	I	契り	契り	チギリ	名詞-普通名詞-一般			チギリ	和
52.04蜻蛉	OH_OO渋谷源氏	810	820	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
52.04蜻蛉	OH_OO渋谷源氏	820	830	I	て	て	テ	助詞-接続助詞			テ	和
52.04蜻蛉	OH_OO渋谷源氏	830	840	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	840	850	I	こ	是	コ	代名詞			コ	和
52.04蜻蛉	OH_OO渋谷源氏	850	860	I	の	の	ノ	助詞-格助詞			ノ	和
52.04蜻蛉	OH_OO渋谷源氏	860	870	I	父	父	チチ	名詞-普通名詞-一般			チチ	和
52.04蜻蛉	OH_OO渋谷源氏	870	890	I	親王	御子	ミコ	名詞-普通名詞-一般			ミコ	和
52.04蜻蛉	OH_OO渋谷源氏	890	900	I	の	の	ノ	助詞-格助詞			ノ	和
52.04蜻蛉	OH_OO渋谷源氏	900	910	I	御	御	オオン	接頭辞			オオン	和
52.04蜻蛉	OH_OO渋谷源氏	910	930	I	もと	下	モト	名詞-普通名詞-副詞可能			モト	和
52.04蜻蛉	OH_OO渋谷源氏	930	940	I	に	に	ニ	助詞-格助詞			ニ	和
52.04蜻蛉	OH_OO渋谷源氏	940	950	I	来	来る	クル	動詞-非自立可能	文語カ行変格	連用形-一般	キ	和
52.04蜻蛉	OH_OO渋谷源氏	950	970	I	そめ	初める	ソメル	動詞-非自立可能	文語下二段-マ行	連用形-一般	ソメ	和
52.04蜻蛉	OH_OO渋谷源氏	970	990	I	けむ	けむ	ケム	助動詞	文語助動詞-ケム	連体形-一般	ケム	和
52.04蜻蛉	OH_OO渋谷源氏	990	1000	I	。	。		補助記号-句点				記号
52.04蜻蛉	OH_OO渋谷源氏	1000	1030	B	かかる	斯かる	カカル	動詞-一般	文語ラ行変格	連体形-一般	カカル	和
52.04蜻蛉	OH_OO渋谷源氏	1030	1050	I	思ひ	思い	オモイ	名詞-普通名詞-一般			オモイ	和
52.04蜻蛉	OH_OO渋谷源氏	1050	1070	I	かけ	掛ける	カケル	動詞-非自立可能	文語下二段-カ行	未然形-一般	カケ	和
52.04蜻蛉	OH_OO渋谷源氏	1070	1080	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
52.04蜻蛉	OH_OO渋谷源氏	1080	1100	I	果て	果て	ハテ	名詞-普通名詞-一般			ハテ	和
52.04蜻蛉	OH_OO渋谷源氏	1100	1120	I	まで	まで	マデ	助詞-副助詞			マデ	和
52.04蜻蛉	OH_OO渋谷源氏	1120	1140	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
52.04蜻蛉	OH_OO渋谷源氏	1140	1180	I	あつかひ	扱う	アツカウ	動詞-一般	文語四段-ハ行	連用形-一般	アツカイ	和
52.04蜻蛉	OH_OO渋谷源氏	1180	1190	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	1190	1200	I	こ	是	コ	代名詞			コ	和
52.04蜻蛉	OH_OO渋谷源氏	1200	1210	I	の	の	ノ	助詞-格助詞			ノ	和
52.04蜻蛉	OH_OO渋谷源氏	1210	1240	I	ゆかり	縁	ユカリ	名詞-普通名詞-一般			ユカリ	和
52.04蜻蛉	OH_OO渋谷源氏	1240	1250	I	に	に	ニ	助詞-格助詞			ニ	和
52.04蜻蛉	OH_OO渋谷源氏	1250	1270	I	つけ	付ける	ツケル	動詞-非自立可能	文語下二段-カ行	連用形-一般	ツケ	和
52.04蜻蛉	OH_OO渋谷源氏	1270	1280	I	て	て	テ	助詞-接続助詞			テ	和
52.04蜻蛉	OH_OO渋谷源氏	1280	1290	I	は	は	ハ	助詞-係助詞			ワ	和
52.04蜻蛉	OH_OO渋谷源氏	1290	1300	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	1300	1320	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
52.04蜻蛉	OH_OO渋谷源氏	1320	1330	I	を	を	ヲ	助詞-格助詞			オ	和
52.04蜻蛉	OH_OO渋谷源氏	1330	1350	I	のみ	のみ	ノミ	助詞-副助詞			ノミ	和
52.04蜻蛉	OH_OO渋谷源氏	1350	1370	I	思ふ	思う	オモウ	動詞-一般	文語四段-ハ行	連体形-一般	オモウ	和
52.04蜻蛉	OH_OO渋谷源氏	1370	1380	I	よ	よ	ヨ	助詞-終助詞			ヨ	和
52.04蜻蛉	OH_OO渋谷源氏	1380	1390	I	。	。		補助記号-句点				記号
52.04蜻蛉	OH_OO渋谷源氏	1390	1410	B	いと	いと	イト	副詞			イト	和
52.04蜻蛉	OH_OO渋谷源氏	1410	1430	I	尊く	尊い	トウトイ	形容詞-一般	文語形容詞-ク	連用形-一般	トートク	和
52.04蜻蛉	OH_OO渋谷源氏	1430	1460	I	おはせ	おわす	オワス	動詞-非自立可能	文語サ行変格	未然形-一般	オワセ	和
52.04蜻蛉	OH_OO渋谷源氏	1460	1470	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
52.04蜻蛉	OH_OO渋谷源氏	1470	1500	I	あたり	辺り	アタリ	名詞-普通名詞-副詞可能			アタリ	和
52.04蜻蛉	OH_OO渋谷源氏	1500	1510	I	に	に	ニ	助詞-格助詞			ニ	和
52.04蜻蛉	OH_OO渋谷源氏	1510	1520	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	1520	1530	I	仏	仏	ホトケ	名詞-普通名詞-一般			ホトケ	和
52.04蜻蛉	OH_OO渋谷源氏	1530	1540	I	を	を	ヲ	助詞-格助詞			オ	和
52.04蜻蛉	OH_OO渋谷源氏	1540	1570	I	しるべ	導べ	シルベ	名詞-普通名詞-一般			シルベ	和
52.04蜻蛉	OH_OO渋谷源氏	1570	1580	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
52.04蜻蛉	OH_OO渋谷源氏	1580	1590	I	て	て	テ	助詞-接続助詞			テ	和
52.04蜻蛉	OH_OO渋谷源氏	1590	1600	I	、	、		補助記号-読点				記号
52.04蜻蛉	OH_OO渋谷源氏	1600	1610	I	後	後	ノチ	名詞-普通名詞-副詞可能			ノチ	和
52.04蜻蛉	OH_OO渋谷源氏	1610	1620	I	の	の	ノ	助詞-格助詞			ノ	和
