07.02紅葉賀	OH_OO渋谷源氏	330	350	B	幼き	幼い	オサナイ	形容詞-一般	文語形容詞-ク	連体形-一般	オサナキ	和
07.02紅葉賀	OH_OO渋谷源氏	350	360	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
07.02紅葉賀	OH_OO渋谷源氏	360	370	I	は	は	ハ	助詞-係助詞			ワ	和
07.02紅葉賀	OH_OO渋谷源氏	370	380	I	、	、		補助記号-読点				記号
07.02紅葉賀	OH_OO渋谷源氏	380	390	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	連用形-一般	ミ	和
07.02紅葉賀	OH_OO渋谷源氏	390	410	I	つい	付く	ツク	動詞-非自立可能	文語四段-カ行	連用形-イ音便	ツイ	和
07.02紅葉賀	OH_OO渋谷源氏	410	440	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
07.02紅葉賀	OH_OO渋谷源氏	440	460	I	まま	侭	ママ	名詞-普通名詞-副詞可能			ママ	和
07.02紅葉賀	OH_OO渋谷源氏	460	470	I	に	に	ニ	助詞-格助詞			ニ	和
07.02紅葉賀	OH_OO渋谷源氏	470	480	I	、	、		補助記号-読点				記号
07.02紅葉賀	OH_OO渋谷源氏	480	500	I	いと	いと	イト	副詞			イト	和
07.02紅葉賀	OH_OO渋谷源氏	500	520	I	よき	良い	ヨイ	形容詞-非自立可能	文語形容詞-ク	連体形-一般	ヨキ	和
07.02紅葉賀	OH_OO渋谷源氏	520	530	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
07.02紅葉賀	OH_OO渋谷源氏	530	550	I	ざま	様	サマ	名詞-普通名詞-一般			ザマ	和
07.02紅葉賀	OH_OO渋谷源氏	550	560	I	、	、		補助記号-読点				記号
07.02紅葉賀	OH_OO渋谷源氏	560	580	I	容貌	形	カタチ	名詞-普通名詞-一般			カタチ	和
07.02紅葉賀	OH_OO渋谷源氏	580	590	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
07.02紅葉賀	OH_OO渋谷源氏	590	600	I	て	て	テ	助詞-接続助詞			テ	和
07.02紅葉賀	OH_OO渋谷源氏	600	610	I	、	、		補助記号-読点				記号
07.02紅葉賀	OH_OO渋谷源氏	610	630	I	何心	何心	ナニゴコロ	名詞-普通名詞-一般			ナニゴコロ	和
07.02紅葉賀	OH_OO渋谷源氏	630	640	I	も	も	モ	助詞-係助詞			モ	和
07.02紅葉賀	OH_OO渋谷源氏	640	660	I	なく	無い	ナイ	形容詞-非自立可能	文語形容詞-ク	連用形-一般	ナク	和
07.02紅葉賀	OH_OO渋谷源氏	660	730	I	むつれまとはし	睦れ纏わす	ムツレマトワス	動詞-一般	文語四段-サ行	連用形-一般	ムツレマトワシ	和
07.02紅葉賀	OH_OO渋谷源氏	730	760	I	きこえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
07.02紅葉賀	OH_OO渋谷源氏	760	790	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
07.02紅葉賀	OH_OO渋谷源氏	790	800	I	。	。		補助記号-句点				記号
07.02紅葉賀	OH_OO渋谷源氏	800	810	B	「	「		補助記号-括弧開				記号
07.02紅葉賀	OH_OO渋谷源氏	810	840	I	しばし	暫し	シバシ	副詞			シバシ	和
07.02紅葉賀	OH_OO渋谷源氏	840	850	I	，	，		補助記号-読点				記号
07.02紅葉賀	OH_OO渋谷源氏	850	860	I	殿	殿	トノ	名詞-普通名詞-一般			トノ	和
07.02紅葉賀	OH_OO渋谷源氏	860	870	I	の	の	ノ	助詞-格助詞			ノ	和
07.02紅葉賀	OH_OO渋谷源氏	870	880	I	内	内	ウチ	名詞-普通名詞-副詞可能			ウチ	和
07.02紅葉賀	OH_OO渋谷源氏	880	890	I	の	の	ノ	助詞-格助詞			ノ	和
07.02紅葉賀	OH_OO渋谷源氏	890	900	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
07.02紅葉賀	OH_OO渋谷源氏	900	910	I	に	に	ニ	助詞-格助詞			ニ	和
07.02紅葉賀	OH_OO渋谷源氏	910	920	I	も	も	モ	助詞-係助詞			モ	和
07.02紅葉賀	OH_OO渋谷源氏	920	940	I	誰れ	誰	ダレ	代名詞			タレ	和
07.02紅葉賀	OH_OO渋谷源氏	940	950	I	と	と	ト	助詞-格助詞			ト	和
07.02紅葉賀	OH_OO渋谷源氏	950	970	I	知ら	知る	シル	動詞-一般	文語四段-ラ行	未然形-一般	シラ	和
07.02紅葉賀	OH_OO渋谷源氏	970	980	I	せ	せる	セル	助動詞	文語下二段-サ行	未然形-一般	セ	和
07.02紅葉賀	OH_OO渋谷源氏	980	990	I	じ	じ	ジ	助動詞	文語助動詞-ジ	終止形-一般	ジ	和
07.02紅葉賀	OH_OO渋谷源氏	990	1000	I	」	」		補助記号-括弧閉				記号
07.02紅葉賀	OH_OO渋谷源氏	1000	1010	I	と	と	ト	助詞-格助詞			ト	和
07.02紅葉賀	OH_OO渋谷源氏	1010	1030	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
07.02紅葉賀	OH_OO渋谷源氏	1030	1040	I	て	て	テ	助詞-接続助詞			テ	和
07.02紅葉賀	OH_OO渋谷源氏	1040	1050	I	、	、		補助記号-読点				記号
07.02紅葉賀	OH_OO渋谷源氏	1050	1070	I	なほ	猶	ナオ	副詞			ナオ	和
07.02紅葉賀	OH_OO渋谷源氏	1070	1090	I	離れ	離れる	ハナレル	動詞-一般	文語下二段-ラ行	連用形-一般	ハナレ	和
07.02紅葉賀	OH_OO渋谷源氏	1090	1110	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
07.02紅葉賀	OH_OO渋谷源氏	1110	1120	I	対	対	タイ	名詞-普通名詞-一般			タイ	漢
07.02紅葉賀	OH_OO渋谷源氏	1120	1130	I	に	に	ニ	助詞-格助詞			ニ	和
07.02紅葉賀	OH_OO渋谷源氏	1130	1140	I	、	、		補助記号-読点				記号
07.02紅葉賀	OH_OO渋谷源氏	1140	1150	I	御	御	オオン	接頭辞			オオン	和
