01.01桐壺	OH_OO渋谷源氏	10	40	B	いづれ	何れ	イズレ	代名詞			イズレ	和
01.01桐壺	OH_OO渋谷源氏	440	450	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
01.01桐壺	OH_OO渋谷源氏	450	460	I	が	が	ガ	助詞-格助詞			ガ	和
01.01桐壺	OH_OO渋谷源氏	460	470	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	470	500	I	すぐれ	優れる	スグレル	動詞-一般	文語下二段-ラ行	連用形-一般	スグレ	和
01.01桐壺	OH_OO渋谷源氏	500	510	I	て	て	テ	助詞-接続助詞			テ	和
01.01桐壺	OH_OO渋谷源氏	510	520	I	時	時	トキ	名詞-普通名詞-副詞可能			トキ	和
01.01桐壺	OH_OO渋谷源氏	520	540	I	めき	めく	メク	接尾辞-動詞的	文語四段-カ行	連用形-一般	メキ	和
01.01桐壺	OH_OO渋谷源氏	540	570	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
01.01桐壺	OH_OO渋谷源氏	570	590	I	あり	有る	アル	動詞-非自立可能	文語ラ行変格	連用形-一般	アリ	和
01.01桐壺	OH_OO渋谷源氏	590	610	I	けり	けり	ケリ	助動詞	文語助動詞-ケリ	終止形-一般	ケリ	和
01.01桐壺	OH_OO渋谷源氏	610	620	I	。	。		補助記号-句点				記号
01.01桐壺	OH_OO渋谷源氏	620	650	B	はじめ	始め	ハジメ	名詞-普通名詞-副詞可能			ハジメ	和
01.01桐壺	OH_OO渋谷源氏	650	670	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
01.01桐壺	OH_OO渋谷源氏	670	680	I	我	我	ワレ	代名詞			ワレ	和
01.01桐壺	OH_OO渋谷源氏	680	690	I	は	は	ハ	助詞-係助詞			ワ	和
01.01桐壺	OH_OO渋谷源氏	690	700	I	と	と	ト	助詞-格助詞			ト	和
01.01桐壺	OH_OO渋谷源氏	700	720	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
01.01桐壺	OH_OO渋谷源氏	720	750	I	上がり	上がる	アガル	動詞-一般	文語四段-ラ行	連用形-一般	アガリ	和
01.01桐壺	OH_OO渋谷源氏	750	780	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	命令形	タマエ	和
01.01桐壺	OH_OO渋谷源氏	780	790	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
01.01桐壺	OH_OO渋谷源氏	790	800	I	御	御	オオン	接頭辞			オオン	和
01.01桐壺	OH_OO渋谷源氏	800	830	I	方がた	方々	カタガタ	名詞-普通名詞-一般			カタガタ	和
01.01桐壺	OH_OO渋谷源氏	830	840	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	840	890	I	めざましき	目覚ましい	メザマシイ	形容詞-一般	文語形容詞-シク	連体形-一般	メザマシキ	和
01.01桐壺	OH_OO渋谷源氏	890	910	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
01.01桐壺	OH_OO渋谷源氏	910	920	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	920	960	I	おとしめ	貶める	オトシメル	動詞-一般	文語下二段-マ行	連用形-一般	オトシメ	和
01.01桐壺	OH_OO渋谷源氏	960	980	I	嫉み	嫉む	ソネム	動詞-一般	文語四段-マ行	連用形-一般	ソネミ	和
01.01桐壺	OH_OO渋谷源氏	980	1010	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
01.01桐壺	OH_OO渋谷源氏	1010	1020	I	。	。		補助記号-句点				記号
01.01桐壺	OH_OO渋谷源氏	1020	1040	B	同じ	同じい	オナジイ	形容詞-一般	文語形容詞-シク	語幹-一般	オナジ	和
01.01桐壺	OH_OO渋谷源氏	1040	1060	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
01.01桐壺	OH_OO渋谷源氏	1060	1070	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	1070	1090	I	それ	其れ	ソレ	代名詞			ソレ	和
01.01桐壺	OH_OO渋谷源氏	1090	1110	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
01.01桐壺	OH_OO渋谷源氏	1110	1130	I	下臈	下臈	ゲロウ	名詞-普通名詞-一般			ゲロー	漢
01.01桐壺	OH_OO渋谷源氏	1130	1140	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	1140	1160	I	更衣	更衣	コウイ	名詞-普通名詞-サ変可能			コーイ	漢
01.01桐壺	OH_OO渋谷源氏	1160	1180	I	たち	達	タチ	接尾辞-名詞的-一般			タチ	和
01.01桐壺	OH_OO渋谷源氏	1180	1190	I	は	は	ハ	助詞-係助詞			ワ	和
01.01桐壺	OH_OO渋谷源氏	1190	1200	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	1200	1230	I	まして	況して	マシテ	副詞			マシテ	和
01.01桐壺	OH_OO渋谷源氏	1230	1270	I	やすから	安い	ヤスイ	形容詞-一般	文語形容詞-ク	未然形-補助	ヤスカラ	和
01.01桐壺	OH_OO渋谷源氏	1270	1280	I	ず	ず	ズ	助動詞	文語助動詞-ズ	終止形-一般	ズ	和
01.01桐壺	OH_OO渋谷源氏	1280	1290	I	。	。		補助記号-句点				記号
01.01桐壺	OH_OO渋谷源氏	1290	1310	B	朝夕	朝夕	アサユウ	名詞-普通名詞-一般			アサユー	和
01.01桐壺	OH_OO渋谷源氏	1310	1320	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	1320	1350	I	宮仕へ	宮仕え	ミヤヅカエ	名詞-普通名詞-一般			ミヤズカエ	和
01.01桐壺	OH_OO渋谷源氏	1350	1360	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	1360	1380	I	つけ	付ける	ツケル	動詞-非自立可能	文語下二段-カ行	連用形-一般	ツケ	和
01.01桐壺	OH_OO渋谷源氏	1380	1390	I	て	て	テ	助詞-接続助詞			テ	和
01.01桐壺	OH_OO渋谷源氏	1390	1400	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	1400	1410	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	1410	1420	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
01.01桐壺	OH_OO渋谷源氏	1420	1430	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	1430	1440	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
01.01桐壺	OH_OO渋谷源氏	1440	1450	I	を	を	ヲ	助詞-格助詞			オ	和
01.01桐壺	OH_OO渋谷源氏	1450	1470	I	のみ	のみ	ノミ	助詞-副助詞			ノミ	和
01.01桐壺	OH_OO渋谷源氏	1470	1500	I	動かし	動かす	ウゴカス	動詞-一般	文語四段-サ行	連用形-一般	ウゴカシ	和
01.01桐壺	OH_OO渋谷源氏	1500	1510	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	1510	1530	I	恨み	恨み	ウラミ	名詞-普通名詞-一般			ウラミ	和
01.01桐壺	OH_OO渋谷源氏	1530	1540	I	を	を	ヲ	助詞-格助詞			オ	和
01.01桐壺	OH_OO渋谷源氏	1540	1560	I	負ふ	負う	オウ	動詞-一般	文語四段-ハ行	連体形-一般	オウ	和
01.01桐壺	OH_OO渋谷源氏	1560	1590	I	積もり	積り	ツモリ	名詞-普通名詞-一般			ツモリ	和
01.01桐壺	OH_OO渋谷源氏	1590	1600	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
01.01桐壺	OH_OO渋谷源氏	1600	1610	I	や	や	ヤ	助詞-係助詞			ヤ	和
01.01桐壺	OH_OO渋谷源氏	1610	1630	I	あり	有る	アル	動詞-非自立可能	文語ラ行変格	連用形-一般	アリ	和
01.01桐壺	OH_OO渋谷源氏	1630	1650	I	けむ	けむ	ケム	助動詞	文語助動詞-ケム	連体形-一般	ケム	和
01.01桐壺	OH_OO渋谷源氏	1650	1660	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	1660	1680	I	いと	いと	イト	副詞			イト	和
01.01桐壺	OH_OO渋谷源氏	1680	1710	I	篤しく	篤しい	アツシイ	形容詞-一般	文語形容詞-シク	連用形-一般	アツシク	和
01.01桐壺	OH_OO渋谷源氏	1710	1730	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
01.01桐壺	OH_OO渋谷源氏	1730	1750	I	ゆき	行く	イク	動詞-非自立可能	文語四段-カ行	連用形-一般	ユキ	和
01.01桐壺	OH_OO渋谷源氏	1750	1760	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	1760	1780	I	もの	物	モノ	接頭辞			モノ	和
01.01桐壺	OH_OO渋谷源氏	1780	1800	I	心細	心細い	ココロボソイ	形容詞-一般	文語形容詞-ク	語幹-一般	ココロボソ	和
01.01桐壺	OH_OO渋谷源氏	1800	1810	I	げ	気	ゲ	接尾辞-形状詞的			ゲ	和
01.01桐壺	OH_OO渋谷源氏	1810	1820	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
01.01桐壺	OH_OO渋谷源氏	1820	1830	I	里	里	サト	名詞-普通名詞-一般			サト	和
01.01桐壺	OH_OO渋谷源氏	1830	1850	I	がち	勝ち	ガチ	接尾辞-形状詞的			ガチ	和
01.01桐壺	OH_OO渋谷源氏	1850	1870	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
01.01桐壺	OH_OO渋谷源氏	1870	1880	I	を	を	ヲ	助詞-格助詞			オ	和
01.01桐壺	OH_OO渋谷源氏	1880	1890	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	1890	1930	I	いよいよ	愈	イヨイヨ	副詞			イヨイヨ	和
01.01桐壺	OH_OO渋谷源氏	1930	1950	I	あか	飽く	アク	動詞-一般	文語四段-カ行	未然形-一般	アカ	和
01.01桐壺	OH_OO渋谷源氏	1950	1960	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
01.01桐壺	OH_OO渋谷源氏	1960	1990	I	あはれ	哀れ	アワレ	名詞-普通名詞-形状詞可能			アワレ	和
01.01桐壺	OH_OO渋谷源氏	1990	2010	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
01.01桐壺	OH_OO渋谷源氏	2010	2030	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
01.01桐壺	OH_OO渋谷源氏	2030	2040	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	2040	2070	I	思ほし	思ほす	オモホス	動詞-一般	文語四段-サ行	連用形-一般	オモホシ	和
01.01桐壺	OH_OO渋谷源氏	2070	2080	I	て	て	テ	助詞-接続助詞			テ	和
01.01桐壺	OH_OO渋谷源氏	2080	2090	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	2090	2100	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
01.01桐壺	OH_OO渋谷源氏	2100	2110	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	2110	2140	I	そしり	謗り	ソシリ	名詞-普通名詞-一般			ソシリ	和
01.01桐壺	OH_OO渋谷源氏	2140	2150	I	を	を	ヲ	助詞-格助詞			オ	和
01.01桐壺	OH_OO渋谷源氏	2150	2160	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	2160	2170	I	え	え	エ	副詞			エ	和
01.01桐壺	OH_OO渋谷源氏	2170	2190	I	憚ら	憚る	ハバカル	動詞-一般	文語四段-ラ行	未然形-一般	ハバカラ	和
01.01桐壺	OH_OO渋谷源氏	2190	2200	I	せ	せる	セル	助動詞	文語下二段-サ行	連用形-一般	セ	和
01.01桐壺	OH_OO渋谷源氏	2200	2230	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
01.01桐壺	OH_OO渋谷源氏	2230	2240	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
01.01桐壺	OH_OO渋谷源氏	2240	2250	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	2250	2260	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
01.01桐壺	OH_OO渋谷源氏	2260	2270	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	2270	2300	I	ためし	例	タメシ	名詞-普通名詞-一般			タメシ	和
01.01桐壺	OH_OO渋谷源氏	2300	2310	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	2310	2320	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	2320	2340	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
01.01桐壺	OH_OO渋谷源氏	2340	2350	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
01.01桐壺	OH_OO渋谷源氏	2350	2370	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
01.01桐壺	OH_OO渋谷源氏	2370	2380	I	御	御	オオン	接頭辞			オオン	和
01.01桐壺	OH_OO渋谷源氏	2380	2420	I	もてなし	持て成し	モテナシ	名詞-普通名詞-一般			モテナシ	和
01.01桐壺	OH_OO渋谷源氏	2420	2440	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
01.01桐壺	OH_OO渋谷源氏	2440	2450	I	。	。		補助記号-句点				記号
01.01桐壺	OH_OO渋谷源氏	2450	2480	B	上達部	上達部	カンダチメ	名詞-普通名詞-一般			カンダチメ	和
01.01桐壺	OH_OO渋谷源氏	2480	2490	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	2490	2510	I	上人	上人	ウエビト	名詞-普通名詞-一般			ウエビト	和
01.01桐壺	OH_OO渋谷源氏	2510	2530	I	など	など	ナド	助詞-副助詞			ナド	和
01.01桐壺	OH_OO渋谷源氏	2530	2540	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	2540	2550	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	2550	2590	I	あいなく	あいない	アイナイ	形容詞-一般	文語形容詞-ク	連用形-一般	アイナク	和
01.01桐壺	OH_OO渋谷源氏	2590	2600	I	目	目	メ	名詞-普通名詞-一般			メ	和
01.01桐壺	OH_OO渋谷源氏	2600	2610	I	を	を	ヲ	助詞-格助詞			オ	和
01.01桐壺	OH_OO渋谷源氏	2610	2630	I	側め	側める	ソバメル	動詞-一般	文語下二段-マ行	連用形-一般	ソバメ	和
01.01桐壺	OH_OO渋谷源氏	2630	2650	I	つつ	つつ	ツツ	助詞-接続助詞			ツツ	和
01.01桐壺	OH_OO渋谷源氏	2650	2660	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	2660	2670	I	「	「		補助記号-括弧開				記号
01.01桐壺	OH_OO渋谷源氏	2670	2690	I	いと	いと	イト	副詞			イト	和
01.01桐壺	OH_OO渋谷源氏	2690	2730	I	まばゆき	眩い	マバユイ	形容詞-一般	文語形容詞-ク	連体形-一般	マバユキ	和
01.01桐壺	OH_OO渋谷源氏	2730	2740	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
01.01桐壺	OH_OO渋谷源氏	2740	2750	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	2750	2760	I	御	御	オオン	接頭辞			オオン	和
01.01桐壺	OH_OO渋谷源氏	2760	2790	I	おぼえ	覚え	オボエ	名詞-普通名詞-一般			オボエ	和
01.01桐壺	OH_OO渋谷源氏	2790	2810	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
01.01桐壺	OH_OO渋谷源氏	2810	2820	I	。	。		補助記号-句点				記号
01.01桐壺	OH_OO渋谷源氏	2820	2840	B	唐土	唐土	モロコシ	名詞-普通名詞-一般			モロコシ	和
01.01桐壺	OH_OO渋谷源氏	2840	2850	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	2850	2860	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	2860	2870	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	2870	2900	I	かかる	斯かる	カカル	動詞-一般	文語ラ行変格	連体形-一般	カカル	和
01.01桐壺	OH_OO渋谷源氏	2900	2910	I	事	事	コト	名詞-普通名詞-一般			コト	和
01.01桐壺	OH_OO渋谷源氏	2910	2920	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	2920	2950	I	起こり	起こり	オコリ	名詞-普通名詞-一般			オコリ	和
01.01桐壺	OH_OO渋谷源氏	2950	2960	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	2960	2980	I	こそ	こそ	コソ	助詞-係助詞			コソ	和
01.01桐壺	OH_OO渋谷源氏	2980	2990	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	2990	3000	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
01.01桐壺	OH_OO渋谷源氏	3000	3010	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	3010	3030	I	乱れ	乱れる	ミダレル	動詞-一般	文語下二段-ラ行	連用形-一般	ミダレ	和
01.01桐壺	OH_OO渋谷源氏	3030	3040	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	3040	3080	I	悪しかり	悪しい	アシイ	形容詞-一般	文語形容詞-シク	連用形-補助	アシカリ	和
01.01桐壺	OH_OO渋谷源氏	3080	3100	I	けれ	けり	ケリ	助動詞	文語助動詞-ケリ	已然形-一般	ケレ	和
01.01桐壺	OH_OO渋谷源氏	3100	3110	I	」	」		補助記号-括弧閉				記号
01.01桐壺	OH_OO渋谷源氏	3110	3120	I	と	と	ト	助詞-格助詞			ト	和
01.01桐壺	OH_OO渋谷源氏	3120	3130	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	3130	3170	I	やうやう	漸う	ヨウヨウ	副詞			ヨーヨー	和
01.01桐壺	OH_OO渋谷源氏	3170	3180	I	天	天	アメ	名詞-普通名詞-一般			アメ	和
01.01桐壺	OH_OO渋谷源氏	3180	3190	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	3190	3200	I	下	下	シタ	名詞-普通名詞-一般			シタ	和
01.01桐壺	OH_OO渋谷源氏	3200	3210	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	3210	3220	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	3220	3270	I	あぢきなう	味気無い	アジキナイ	形容詞-一般	文語形容詞-ク	連用形-ウ音便	アジキノー	和
01.01桐壺	OH_OO渋谷源氏	3270	3280	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	3280	3290	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
01.01桐壺	OH_OO渋谷源氏	3290	3300	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	3300	3320	I	もて	以て	モテ	接頭辞			モテ	和
01.01桐壺	OH_OO渋谷源氏	3320	3370	I	なやみぐさ	悩み種	ナヤミグサ	名詞-普通名詞-一般			ナヤミグサ	和
01.01桐壺	OH_OO渋谷源氏	3370	3380	I	に	に	ニ	助詞-格助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	3380	3400	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
01.01桐壺	OH_OO渋谷源氏	3400	3410	I	て	て	テ	助詞-接続助詞			テ	和
01.01桐壺	OH_OO渋谷源氏	3410	3420	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	3420	3430	I	楊	ヨウ	ヨウ	名詞-固有名詞-人名-姓			ヨー	固
01.01桐壺	OH_OO渋谷源氏	3430	3450	I	貴妃	貴妃	キヒ	名詞-普通名詞-一般			キヒ	漢
01.01桐壺	OH_OO渋谷源氏	3450	3460	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	3460	3470	I	例	例	タメシ	名詞-普通名詞-一般			タメシ	和
01.01桐壺	OH_OO渋谷源氏	3470	3480	I	も	も	モ	助詞-係助詞			モ	和
01.01桐壺	OH_OO渋谷源氏	3480	3500	I	引き	引く	ヒク	動詞-一般	文語四段-カ行	連用形-一般	ヒキ	和
01.01桐壺	OH_OO渋谷源氏	3500	3520	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
01.01桐壺	OH_OO渋谷源氏	3520	3530	I	つ	つ	ツ	助動詞	文語助動詞-ツ	終止形-一般	ツ	和
01.01桐壺	OH_OO渋谷源氏	3530	3550	I	べく	べし	ベシ	助動詞	文語助動詞-ベシ	連用形-一般	ベク	和
01.01桐壺	OH_OO渋谷源氏	3550	3570	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
01.01桐壺	OH_OO渋谷源氏	3570	3590	I	ゆく	行く	イク	動詞-非自立可能	文語四段-カ行	連体形-一般	ユク	和
01.01桐壺	OH_OO渋谷源氏	3590	3600	I	に	に	ニ	助詞-接続助詞			ニ	和
01.01桐壺	OH_OO渋谷源氏	3600	3610	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	3610	3630	I	いと	いと	イト	副詞			イト	和
01.01桐壺	OH_OO渋谷源氏	3630	3680	I	はしたなき	はしたない	ハシタナイ	形容詞-一般	文語形容詞-ク	連体形-一般	ハシタナキ	和
01.01桐壺	OH_OO渋谷源氏	3680	3700	I	こと	事	コト	名詞-普通名詞-一般			コト	和
01.01桐壺	OH_OO渋谷源氏	3700	3730	I	多かれ	多い	オオイ	形容詞-一般	文語形容詞-ク	已然形-補助	オーカレ	和
01.01桐壺	OH_OO渋谷源氏	3730	3740	I	ど	ど	ド	助詞-接続助詞			ド	和
01.01桐壺	OH_OO渋谷源氏	3740	3750	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	3750	3810	I	かたじけなき	忝い	カタジケナイ	形容詞-一般	文語形容詞-ク	連体形-一般	カタジケナキ	和
01.01桐壺	OH_OO渋谷源氏	3810	3820	I	御	御	ミ	接頭辞			ミ	和
01.01桐壺	OH_OO渋谷源氏	3820	3850	I	心ばへ	心ばえ	ココロバエ	名詞-普通名詞-一般			ココロバエ	和
01.01桐壺	OH_OO渋谷源氏	3850	3860	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	3860	3910	I	たぐひなき	類無い	タグイナイ	形容詞-一般	文語形容詞-ク	連体形-一般	タグイナキ	和
01.01桐壺	OH_OO渋谷源氏	3910	3920	I	を	を	ヲ	助詞-格助詞			オ	和
01.01桐壺	OH_OO渋谷源氏	3920	3940	I	頼み	頼み	タノミ	名詞-普通名詞-一般			タノミ	和
01.01桐壺	OH_OO渋谷源氏	3940	3950	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
01.01桐壺	OH_OO渋谷源氏	3950	3960	I	て	て	テ	助詞-接続助詞			テ	和
01.01桐壺	OH_OO渋谷源氏	3960	4000	I	まじらひ	交じらう	マジラウ	動詞-一般	文語四段-ハ行	連用形-一般	マジライ	和
01.01桐壺	OH_OO渋谷源氏	4000	4030	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
01.01桐壺	OH_OO渋谷源氏	4030	4040	I	。	。		補助記号-句点				記号
01.01桐壺	OH_OO渋谷源氏	4040	4050	B	父	父	チチ	名詞-普通名詞-一般			チチ	和
01.01桐壺	OH_OO渋谷源氏	4050	4060	I	の	の	ノ	助詞-格助詞			ノ	和
01.01桐壺	OH_OO渋谷源氏	4060	4070	I	大	大	ダイ	接頭辞			ダイ	漢
01.01桐壺	OH_OO渋谷源氏	4070	4090	I	納言	納言	ナゴン	名詞-普通名詞-一般			ナゴン	漢
01.01桐壺	OH_OO渋谷源氏	4090	4100	I	は	は	ハ	助詞-係助詞			ワ	和
01.01桐壺	OH_OO渋谷源氏	4100	4140	I	亡くなり	亡くなる	ナクナル	動詞-一般	文語四段-ラ行	連用形-一般	ナクナリ	和
01.01桐壺	OH_OO渋谷源氏	4140	4150	I	て	て	テ	助詞-接続助詞			テ	和
01.01桐壺	OH_OO渋谷源氏	4150	4160	I	、	、		補助記号-読点				記号
01.01桐壺	OH_OO渋谷源氏	4160	4170	I	母	母	ハハ	名詞-普通名詞-一般			ハハ	和
